2,10,4
1,1,7
5,5,9
1,2,8
5,6,5
3,1,17
5,7,7
1,3,6
6,5,8
2,1,5
6,4,7
2,2,7
6,6,6
2,3,3
7,7,6
3,2,5
9,9,45
